6305	BOS 锦泉汇金(B00006)如何参与/退出产品？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O jqhj_open
6306	BOS 创业板怎么开通 EOS\	O O O O O O O O gem_transfer
6307	BOS 锦泉汇金(B00006)如何参与/退出产品？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O jqhj_open
6308	BOS 请问，我的创业板没有开通吗？ EOS\	O O O O O O O O O O O O O O O gem_transfer
6309	BOS 锦泉汇金(B00006)如何参与/退出产品？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O jqhj_open
6310	BOS 我想问问我的创业板开通了吗 EOS\	O O O O O O O O O O O O O O gem_transfer
6311	BOS 锦泉汇金(B00006)暂停了怎么开通 EOS\	O O O O O O O O O O O O O O O O O O O O jqhj_open
6312	BOS 开通创业板要到柜台操作么 EOS\	O O O O O O O O B-channel I-channel O O O gem_transfer
6313	BOS 锦泉汇金(B00006)如何参与/退出产品？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O jqhj_open
6314	BOS 如何开通创业板 EOS\	O O O O O O O O gem_transfer
6315	BOS 怎样开通创业板 EOS\	O O O O O O O O gem_transfer
6316	BOS 如何开通创业板 EOS\	O O O O O O O O gem_transfer
6317	BOS 怎么开通创业板呢 EOS\	O O O O O O O O O gem_transfer
6318	BOS 锦泉汇金(B00006)签约 EOS\	O B-action I-action I-action I-action I-action I-action I-action I-action I-action I-action I-action I-action I-action I-action jqhj_open
6319	BOS 你好，我申购新股为什么不可以申购深圳的呢？ EOS\	O O O O O O O O O O O O O O O O O O O O O O newstk_quote_cal
6320	BOS 你好，如何开通创业板？ EOS\	O O O O O O O O O O O O gem_transfer
6321	BOS 锦泉汇金(B00006)如何参与/退出产品？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O jqhj_open
6322	BOS 锦泉汇金(B00006)如何参与/退出产品？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O jqhj_open
6323	BOS 如何开通创业版 EOS\	O O O O O O O O gem_transfer
6324	BOS 我想开通创业板 EOS\	O O O O O O O O gem_transfer
6325	BOS 锦泉汇金(B00006)如何参与/退出产品？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O jqhj_open
6326	BOS 我的账户可以开通创业板了吗？ EOS\	O O O O O O O O O O O O O O O gem_transfer
6327	BOS 你好，创业板怎样开通 EOS\	O O O O O O O O O O O gem_transfer
6328	BOS 怎样开通创业板呢老师 EOS\	O O O O O O O O O O O gem_transfer
6329	BOS 我想买点创业板股票，怎样开通创业板权限 EOS\	O O O O O O O O O O O O O O O O O O O O gem_transfer
6330	BOS 3开头的呢 EOS\	O B-stkname I-stkname I-stkname O O gem_transfer
6331	BOS 创业板怎么开通%3F EOS\	O O O O O O O O O O O gem_transfer
6332	BOS 如何开通创业板的股票 EOS\	O O O O O O O O O O O gem_transfer
6333	BOS 怎么开通创业板 EOS\	O O O O O O O O gem_transfer
6334	BOS 我要开创业板，现在去行吗 EOS\	O O O O O O O O O O O O O gem_transfer
6335	BOS 怎么样开通创业板 EOS\	O O O O O O O O O gem_transfer
6336	BOS 可以购买创业板股票吗 EOS\	O O O O O O O O O O O gem_transfer
6337	BOS 我的账户佣金是多少的 EOS\	O O O O O O O O O O O commission_cal
6338	BOS 请问如何开通创业板账户 EOS\	O O O O O O O O O O O O gem_transfer
6339	BOS 我的怎么买不了创业版啊 EOS\	O O O O O O O O O O O O gem_transfer
6340	BOS 怎么开通创业板？ EOS\	O O O O O O O O O gem_transfer
6341	BOS 如何开通创业板 EOS\	O O O O O O O O gem_transfer
6342	BOS 开通创业板 EOS\	O O O O O O gem_transfer
6343	BOS 你好，我可以开通创业板吧？ EOS\	O O O O O O O O O O O O O O gem_transfer
6344	BOS 如何开通创业板 EOS\	O O O O O O O O gem_transfer
6345	BOS 创业板怎么开 EOS\	O O O O O O O gem_transfer
6346	BOS 如何开通创业板？ EOS\	O O O O O O O O O gem_transfer
6347	BOS 怎么开通创业板，现在买不了创业板股票 EOS\	O O O O O O O O O O O O O O O O O O O gem_transfer
6348	BOS 怎么开通创业板板块 EOS\	O O O O O O O O O O gem_transfer
6349	BOS 老师如何开通创业板 EOS\	O O O O O O O O O O gem_transfer
6350	BOS 老师，我用手机怎么无法新股申购 EOS\	O O O O O O B-channel I-channel O O O O O O O O newstk_quote_query
6351	BOS 怎么开通创业版 EOS\	O O O O O O O O gem_transfer
6352	BOS 问一下怎么开通创业板 EOS\	O O O O O O O O O O O gem_transfer
6353	BOS 怎么在手机上开通创业板 EOS\	O O O O B-channel I-channel O O O O O O gem_open
6354	BOS 我想开创业板怎么弄 EOS\	O O O O O O O O O O gem_transfer
6355	BOS 如何开通创业板 EOS\	O O O O O O O O gem_transfer
6356	BOS 我咋买不了300304 EOS\	O O O O O O B-stkcode I-stkcode I-stkcode I-stkcode I-stkcode I-stkcode gem_transfer
6357	BOS 怎么开通创业板呢 EOS\	O O O O O O O O O gem_transfer
6358	BOS 我们的这个交易手续费是多少的 EOS\	O O O O O O O O O O O O O O O commission_cal
6359	BOS 为什么我的户头买不了创业板 EOS\	O O O O O O O O O O O O O O gem_transfer
6360	BOS 为什么我买不了创业板的股票 EOS\	O O O O O O O O O O O O O O gem_transfer
6361	BOS 我咋买不进300304 EOS\	O O O O O O B-stkcode I-stkcode I-stkcode I-stkcode I-stkcode I-stkcode gem_transfer
6362	BOS 我想问一下，我的中泰证券是在网上开通的，现在想开通创业板 EOS\	O O O O O O O O O O O O O O O B-channel I-channel O O O O O O O O O O O O gem_open
6363	BOS 我能开通创业板吗 EOS\	O O O O O O O O O gem_transfer
6364	BOS 买创业板300股票需要办什么手续，怎么办%3F EOS\	O O O O O B-stkname I-stkname I-stkname I-stkname I-stkname O O O O O O O O O O O O O O gem_transfer
6365	BOS 我的创业板怎么开 EOS\	O O O O O O O O O gem_transfer
6366	BOS 你好，我想提早开通创业板可以吗 EOS\	O O O O O O O O O O O O O O O O gem_transfer
6367	BOS 怎么开通创业板 EOS\	O O O O O O O O gem_transfer
6368	BOS 创业板现在可以转签吗 EOS\	O O O O O O O O O O O gem_transfer
6369	BOS 网上可以开通创业板吗？ EOS\	O B-channel I-channel O O O O O O O O O gem_open
6370	BOS 创业板怎么开？ EOS\	O O O O O O O O gem_transfer
6371	BOS 创业板怎么开 EOS\	O O O O O O O gem_transfer
6372	BOS 您好，请问我怎么能开通创业板，谢谢 EOS\	O O O O O O O O O O O O O O O O O O gem_transfer
6373	BOS 创业板开通 EOS\	O O O O O O gem_transfer
6374	BOS 现在开通创业板交易还有什么条件吗 EOS\	O O O O O O O O O O O O O O O O O gem_transfer
6375	BOS 哦，我以前没开过创业板交易‘’ EOS\	O O O O O O O O O O O O O O O O gem_transfer
6376	BOS 我想问下怎么开通创业板块呢 EOS\	O O O O O O O O O O O O O O gem_transfer
6377	BOS 如何开通创业板 EOS\	O O O O O O O O gem_transfer
6378	BOS 网上开户，怎么开创业板 EOS\	O B-channel I-channel O O O O O O O O O gem_open
6379	BOS 买卖创业板股票是不是要去公司开户，手机上开不了 EOS\	O O O O O O O O O O O O O O O O O O B-channel I-channel O O O O gem_transfer
6380	BOS 怎么开通创业板 EOS\	O O O O O O O O gem_transfer
6381	BOS 我怎么不能买创业板本的 EOS\	O O O O O O O O O O O O gem_transfer
6382	BOS 已有齐鲁证券股票账户，在开通创业板账户怎么操作？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O gem_transfer
6383	BOS 怎么开通创业板 EOS\	O O O O O O O O gem_transfer
6384	BOS 我这个帐户可以创业板交易吗 EOS\	O O O O O O O O O O O O O O gem_transfer
6385	BOS 怎么办理创业板 EOS\	O O O O O O O O gem_transfer
6386	BOS 你好怎么开通创业版 EOS\	O O O O O O O O O O gem_transfer
6387	BOS 我要开通创业板交易账户 EOS\	O O O O O O O O O O O O gem_transfer
6388	BOS 你好，我想申请创业板 EOS\	O O O O O O O O O O O gem_transfer
6389	BOS 我想开通创业板 EOS\	O O O O O O O O gem_transfer
6390	BOS 创业板股票怎么买不了 EOS\	O O O O O O O O O O O gem_transfer
6391	BOS 創業板怎麼開通？ EOS\	O O O O O O O O O gem_transfer
6392	BOS 我原来在厦门思明南路的营业厅开户的，现在想开通创业版，是否在网上就可以开通，因为现在的营业厅离我的地方有些远 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-channel I-channel O O O O O O O O O O O O O O O O O O O O O O gem_open
6393	BOS 我要开通创业板 EOS\	O O O O O O O O gem_transfer
6394	BOS 怎样开通创业板 EOS\	O O O O O O O O gem_transfer
6395	BOS 之前没有开通过创业板，属于股票小白 EOS\	O O O O O O O O O O O O O O O O O O gem_transfer
6396	BOS 创业板开通 EOS\	O O O O O O gem_transfer
6397	BOS 能开通创业板吗 EOS\	O O O O O O O O gem_transfer
6398	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6399	BOS 这个新股申购怎么申购 EOS\	O O O O O O O O O O O newstk_quote_query
6400	BOS 怎么打新股 EOS\	O O O O O O newstk_quote_query
6401	BOS 想申购新股不会，、请教你好吗 EOS\	O O O O O O O O O O O O O O O newstk_quote_query
6402	BOS 现在申购新股的条件限制是啥？ EOS\	O O O O O O O O O O O O O O O newstk_quote_cal
6403	BOS 怎样申购新股 EOS\	O O O O O O O newstk_quote_query
6404	BOS 请问今天有新股吗 EOS\	O O O O O O O O O newstk_quote_query
6405	BOS 你好，我怎样申购新股？ EOS\	O O O O O O O O O O O O newstk_quote_query
6406	BOS 怎么申购新股 EOS\	O O O O O O O newstk_quote_query
6407	BOS 请问如何申购新股？ EOS\	O O O O O O O O O O newstk_quote_query
6408	BOS 新股申购，几天通知是否中签 EOS\	O O O O O O O O O O O O O O newstk_quote_query
6409	BOS 怎么申购新股 EOS\	O O O O O O O newstk_quote_query
6410	BOS 申购新股的条件是什么 EOS\	O O O O O O O O O O O newstk_subscribe_cal
6411	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6412	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6413	BOS 打新股和买卖股票一样吗？ EOS\	O O O O O O O O O O O O O newstk_quote_query
6414	BOS 为什么我的申购配号和笔数显示都是0 EOS\	O O O O O O O O O O O O O O O O O O newstk_subscribe_cal
6415	BOS 为什么我现在突然不能认购新股了，认购新股需要什么条件%3F EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O newstk_subscribe_cal
6416	BOS 申请新股 无申请代码是什么意思 EOS\	O O O O O O O O O O O O O O O O newstk_subscribe_cal
6417	BOS 请问明天有新股吗 EOS\	O O O B-trading_time I-trading_time O O O O newstk_quote_query
6418	BOS 怎么申购新股 EOS\	O O O O O O O newstk_quote_query
6419	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6420	BOS 怎么申购新股 EOS\	O O O O O O O newstk_quote_query
6421	BOS 申购新股要有股票才行？ EOS\	O O O O O O O O O O O O newstk_subscribe_cal
6422	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6423	BOS 为什么我不能买新股 EOS\	O O O O O O O O O O newstk_subscribe_cal
6424	BOS 我现在可以申购新股么 EOS\	O O O O O O O O O O O newstk_quote_query
6425	BOS 新股申购 EOS\	O O O O O newstk_quote_query
6426	BOS 我这个怎么不能新股申购 EOS\	O O O O O O O O O O O O newstk_subscribe_cal
6427	BOS 怎么申请新股，条件是什么 EOS\	O O O O O O O O O O O O O newstk_subscribe_cal
6428	BOS 怎样申购新股 EOS\	O O O O O O O newstk_quote_query
6429	BOS 怎么申购股票 EOS\	O O O O O O O newstk_quote_query
6430	BOS 为什么有好多新股我不能申购啊 EOS\	O O O O O O O O O O O O O O O newstk_subscribe_cal
6431	BOS 如何购买新股 EOS\	O O O O O O O newstk_quote_query
6432	BOS 请问新股申购有什么条件 EOS\	O O O O O O O O O O O O newstk_subscribe_cal
6433	BOS 转单前聊天记录： EOS\	O O O O O O O O O UNMARK
6434	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6435	BOS 你好！什么条件下可以申购新股？ EOS\	O O O O O O O O O O O O O O O O newstk_subscribe_cal
6436	BOS 请问，我想申购新股，怎么买不了啊 EOS\	O O O O O O O O O O O O O O O O O newstk_subscribe_cal
6437	BOS 找不到新股申购？ EOS\	O O O O O O O O O newstk_quote_query
6438	BOS 我的新股申购额度为零 是为什么 EOS\	O O O O O O O O O O O O O O O O newstk_subscribe_cal
6439	BOS 为什么申购不了新股 EOS\	O O O O O O O O O O newstk_quote_query
6440	BOS 新股申购怎么买入 EOS\	O O O O O O O O O newstk_quote_query
6441	BOS 我的申购额度怎么是零 EOS\	O O O O O O O O O O O newstk_subscribe_cal
6442	BOS 新版齐富通转账交易新股申购在哪儿？ EOS\	O O O O O O O O O O O O O O O O O O newstk_quote_query
6443	BOS 如何购买新股 EOS\	O O O O O O O newstk_quote_query
6444	BOS 我问一下，我已经申请委托新股申购在哪里可以查询。 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O newstk_subscribe
6445	BOS 请问怎么申购新股 EOS\	O O O O O O O O O newstk_quote_query
6446	BOS 如何才能申购新股！ EOS\	O O O O O O O O O O newstk_quote_query
6447	BOS 你好 EOS\	O O O UNMARK
6448	BOS 新股审奖 EOS\	O O O O O newstk_quote_query
6449	BOS 请问为什么不能申购新股 EOS\	O O O O O O O O O O O O newstk_subscribe_cal
6450	BOS 怎样申购 EOS\	O O O O O newstk_quote_query
6451	BOS 手机如何打新？ EOS\	O O O O O O O O newstk_quote_query
6452	BOS 怎么打新股？ EOS\	O O O O O O O newstk_quote_query
6453	BOS 深圳新股怎么申购 EOS\	O O O O O O O O O newstk_quote_query
6454	BOS 请问怎样进行新股申购 EOS\	O O O O O O O O O O O newstk_quote_query
6455	BOS 怎么才能进行新股申购？ EOS\	O O O O O O O O O O O O newstk_quote_query
6456	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6457	BOS 申购新股的条件 EOS\	O O O O O O O O newstk_subscribe_cal
6458	BOS 新股申购的条件是 EOS\	O O O O O O O O O newstk_subscribe_cal
6459	BOS 经常提示我新股申购，怎么申购，数量那个地方怎么输 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O newstk_quote_query
6460	BOS 请问新股申购几点开始 EOS\	O O O O O O O B-trading_time I-trading_time O O newstk_quote_query
6461	BOS 怎样申购新股 EOS\	O O O O O O O newstk_quote_query
6462	BOS 新股怎么操作 EOS\	O O O O O O O newstk_quote_query
6463	BOS 我怎么才能申购新股呢？ EOS\	O O O O O O O O O O O O newstk_quote_query
6464	BOS 您好，我怎么才能申购新股 EOS\	O O O O O O O O O O O O O newstk_quote_query
6465	BOS 你好，请问我现在为什么不能新股申购的？ EOS\	O O O O O O O O O O O O O O O O O O O O newstk_subscribe_cal
6466	BOS 为什么我的帐号申购不了新股？ EOS\	O O O O O O O O O O O O O O O newstk_subscribe_cal
6467	BOS 如何申购新股 EOS\	O O O O O O O newstk_quote_query
6468	BOS 我能申购新股吗 EOS\	O O O O O O O O newstk_quote_query
6469	BOS 为什么普通交易是空的？怎么申购新股？ EOS\	O O O O O O O O O O O O O O O O O O O newstk_quote_query
6470	BOS 为什么我不能申购新股？ EOS\	O O O O O O O O O O O O newstk_subscribe_cal
6471	BOS 如何拥有申购额度？ EOS\	O O O O O O O O O O newstk_quote_cal
6472	BOS 怎么不能申购新股 EOS\	O O O O O O O O O newstk_quote_query
6473	BOS 怎样申购新股 EOS\	O O O O O O O newstk_quote_query
6474	BOS 怎样申购新股 EOS\	O O O O O O O newstk_quote_query
6475	BOS 新股如何申购 EOS\	O O O O O O O newstk_quote_query
6476	BOS 怎么买新股 EOS\	O O O O O O newstk_quote_query
6477	BOS 中新股后多长时间股票到账户里？ EOS\	O O O O O O O O O O O O O O O O newstk_quote_query
6478	BOS 你好，新股申购需要什么条件，每天打开都提示新股申购，但是额度为0申购申请发送不出去 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O newstk_subscribe_cal
6479	BOS 请问，怎么开通新股申购权 EOS\	O O O O O O O O O O O O O newstk_quote_query
6480	BOS 我是新用户，我想申购新股，怎么申购不了呢亲？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O newstk_subscribe_cal
6481	BOS 你好，新股在网上我怎么买不到呀，应该怎么操作？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O newstk_quote_query
6482	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6483	BOS 怎么查配号 EOS\	O O O B-action B-subject I-subject newstk_subscribe_cal
6484	BOS 我能不能申购新股啊 EOS\	O O O O O B-action I-action B-subject I-subject O newstk_subscribe_cal
6485	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6486	BOS 新股为什么只能申购深市的？ EOS\	O B-subject I-subject O O O O O B-action I-action O O O O newstk_subscribe_cal
6487	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6488	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6489	BOS 怎么买新股 EOS\	O O O B-action B-subject I-subject newstk_subscribe_cal
6490	BOS 请问我怎么不能申购新股 EOS\	O O O O O O O O B-action I-action B-subject I-subject newstk_quote_query
6491	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6492	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6493	BOS 申购新股的股数 EOS\	O B-action I-action B-subject I-subject O O O newstk_subscribe_cal
6494	BOS 你好，我怎么申购新股不成功呢。提示我无权申购创业板。 EOS\	O O O O O O O B-action I-action B-subject I-subject O O O O O O O O O O O O O O O O newstk_subscribe_cal
6495	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6496	BOS 你好，我的为什么申购不了呢 EOS\	O O O O O O O O O B-action I-action O O O newstk_subscribe_cal
6497	BOS 怎么新股申购不了 EOS\	O O O B-subject I-subject B-action I-action O O newstk_subscribe_cal
6498	BOS 怎么样才有额度？ EOS\	O O O O O O B-subject I-subject O newstk_subscribe_cal
6499	BOS 怎么申购新股 EOS\	O O O B-action I-action B-subject I-subject newstk_subscribe_cal
6500	BOS 我的账户内股票炒股一万元，问什么没有新股声申购额度 EOS\	O O O O O O O O O O O O O O O O O O O B-action I-action O B-subject I-subject I-subject I-subject newstk_subscribe_cal
6501	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6502	BOS 你好，持有5000元市值的股票可以申购深市新股吗？ EOS\	O O O O O O O O O O O O O O O O O O B-action I-action B-subject I-subject I-subject I-subject O O newstk_subscribe_cal
6503	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6504	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6505	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6506	BOS 请问新股申购有什么要求么 EOS\	O O O B-subject I-subject B-action I-action O O O O O O newstk_subscribe_cal
6507	BOS 申购新股如何操作？ EOS\	O B-action I-action B-subject I-subject O O O O O newstk_subscribe_cal
6508	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6509	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6510	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6511	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6512	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6513	BOS 我能申购多少新股？ EOS\	O O O B-action I-action O O B-subject I-subject O newstk_subscribe_cal
6514	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6515	BOS 是不是深指的市值只要有5000就能申购新股？包括创业板？ EOS\	O O O O O O O B-subject I-subject O O O O O O O O O B-action I-action B-object I-object O O O O O O O newstk_subscribe_cal
6516	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6517	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6518	BOS 那申购额度有什么规定 EOS\	O O B-action I-action B-subject I-subject O O O O O newstk_subscribe_cal
6519	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6520	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6521	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6522	BOS 想要申购新股怎么弄 EOS\	O O O B-action I-action B-subject I-subject O O O newstk_subscribe_cal
6523	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6524	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6525	BOS 我能申购多少新股 EOS\	O O O B-action I-action B-object I-object B-subject I-subject newstk_subscribe_cal
6526	BOS 怎么申购新股 EOS\	O O O B-action I-action B-subject I-subject newstk_subscribe_cal
6527	BOS 再问一事，现金宝只能在股市开盘时开通吗？ EOS\	O O O O O O B-subject I-subject I-subject O O O O O O O O B-action I-action O O xjb_open
6528	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6529	BOS 怎么买新股 EOS\	O O O B-action B-subject I-subject newstk_subscribe_cal
6530	BOS 为什么我不能申购新股 EOS\	O O O O O O O B-action I-action B-subject I-subject newstk_subscribe_cal
6531	BOS 我的深市咋申购新股不了？？？ EOS\	O O O O O O B-action I-action B-subject I-subject O O O O O newstk_subscribe_cal
6532	BOS 新户能申购新股票吗？ EOS\	O O O O B-action I-action B-subject I-subject I-subject O O newstk_subscribe_cal
6533	BOS 请问我的交易费用是多少 EOS\	O O O B-subject I-subject B-object I-object I-object I-object O O O commission_cal
6534	BOS 打新股。无申购代码什么意思 EOS\	O B-action B-subject I-subject O O B-object I-object I-object I-object O O O O newstk_subscribe_cal
6535	BOS 请问我的账户手续费是多少 EOS\	O O O B-subject I-subject B-object I-object I-object I-object I-object O O O commission_cal
6536	BOS 无申购代码是什么意思 EOS\	O O B-object I-object I-object I-object O O O O O newstk_subscribe_cal
6537	BOS 可以查出我的交易手续费是多少吗？ EOS\	O O O B-action I-action B-subject I-subject B-object I-object I-object I-object I-object O O O O O commission_cal
6538	BOS 怎么开通五档购买 EOS\	O O O B-action I-action B-subject I-subject I-subject I-subject commission_cal
6539	BOS 你好?我的交易费是多少啊？怎么比别人的多啊 EOS\	O O O O O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O O B-trend O commission_cal
6540	BOS 现金宝怎么开 EOS\	O B-subject I-subject I-subject O O B-action xjb_open
6541	BOS 咱们公司交易费怎么收取 EOS\	O B-subject I-subject I-subject I-subject B-object I-object I-object O O B-trend I-trend commission_cal
6542	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6543	BOS 怎么开通现金宝？ EOS\	O O O B-action I-action B-subject I-subject I-subject O xjb_open
6544	BOS 请问下我这个账号现在的手续费是多少？ EOS\	O O B-action I-action B-subject B-subject I-subject I-subject I-subject B-trading_time I-trading_time O B-object I-object I-object O O O O commission_cal
6545	BOS 怎么开通现金宝理财 EOS\	O O O B-action I-action B-subject I-subject I-subject O O xjb_open
6546	BOS 现金宝怎么开 EOS\	O B-subject I-subject I-subject O O B-action xjb_open
6547	BOS 想咨询下我账户的费率 EOS\	O O B-action I-action O O B-subject I-subject I-subject I-subject I-subject commission_cal
6548	BOS 现金宝怎么开 EOS\	O B-subject I-subject I-subject O O B-action xjb_open
6549	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6550	BOS 现金宝怎么办 EOS\	O B-subject I-subject I-subject O O B-action xjb_open
6551	BOS 现金宝怎么开 EOS\	O B-subject I-subject I-subject O O B-action xjb_open
6552	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6553	BOS 现金宝怎么开 EOS\	O B-subject I-subject I-subject O O B-action xjb_open
6554	BOS 怎么开现金宝 EOS\	O O O B-action B-subject I-subject I-subject xjb_open
6555	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6556	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6557	BOS 你们的费用怎么这么高？ EOS\	O B-subject I-subject O B-object I-object O O O O B-trend O commission_cal
6558	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6559	BOS 现金宝怎么用 EOS\	O B-subject I-subject I-subject B-subject I-subject I-subject xjb_open
6560	BOS 请问中泰的佣金费率是多少？ EOS\	O O O B-subject I-subject O B-object I-object I-object I-object O O O O commission_cal
6561	BOS 请问现金宝怎么开啊 EOS\	O O O B-subject I-subject I-subject O O B-action O xjb_open
6562	BOS 如何签约现金宝呀 EOS\	O O O B-action I-action B-subject I-subject I-subject O xjb_open
6563	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6564	BOS 刚开通的账户，如何查看佣金是不是万分之2.5 EOS\	O O B-action I-action O B-subject I-subject O O O B-action I-action B-subject I-subject O O O O O O O O O commission_cal
6565	BOS 开通现金宝理财？ EOS\	O B-action I-action B-subject I-subject I-subject O O O xjb_open
6566	BOS 万家现金宝(000773)如何购买该基金？ EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O B-action I-action O O O O xjb_open
6567	BOS 开通现金宝理财权限 EOS\	O B-action I-action B-subject I-subject I-subject O O O O xjb_open
